序号;文件序号;文件名称;名称;位置;合同号;软件版本;修改日期;匹配;大小;类型;创建日期;最后访问日期;文件扩展名;行;文本
395;1;D:\24.工程设计备份\J江苏\2013年度\SZ132670江苏盐城射阳35kV靶场变综自\140815服务记录\工程设计更改单.xls;工程设计更改单.xls;D:\24.工程设计备份\J江苏\2013年度\SZ132670江苏盐城射阳35kV靶场变综自\140815服务记录\;SZ132670;;2016/11/28 10:52;2;31 KB;Microsoft Excel 97-2003 工作表;2017/8/28 20:24;2017/8/28 20:24;XLS;25;原版本号 PRS-7000-标准X-S10-S-V1.10-140306 新版本号 PRS-7000-标准X-S10-S-V1.10-140529
396;1;D:\24.工程设计备份\J江苏\2013年度\SZ132670江苏盐城射阳35kV靶场变综自\140815服务记录\后台\工程设计更改单.xls;工程设计更改单.xls;D:\24.工程设计备份\J江苏\2013年度\SZ132670江苏盐城射阳35kV靶场变综自\140815服务记录\后台\;SZ132670;;2016/11/28 10:52;2;31 KB;Microsoft Excel 97-2003 工作表;2017/8/28 20:24;2017/8/28 20:24;XLS;25;原版本号 PRS-7000-标准X-S10-S-V1.10-140306 新版本号 PRS-7000-标准X-S10-S-V1.10-140529
397;1;D:\24.工程设计备份\J江苏\2013年度\SZ132671江苏常州溧阳35kV别桥变\140410服务记录\后台\140410江苏常州35kV别桥变工程设计更改单.xls;140410江苏常州35kV别桥变工程设计更改单.xls;D:\24.工程设计备份\J江苏\2013年度\SZ132671江苏常州溧阳35kV别桥变\140410服务记录\后台\;SZ132671;;2016/11/28 10:52;2;31 KB;Microsoft Excel 97-2003 工作表;2017/8/28 20:24;2017/8/28 20:24;XLS;27;原版本号 PRS-7000-标准X-S10-S-V1.10-130618 新版本号 PRS-7000-标准X-S10-S-V1.10-130918
398;1;D:\24.工程设计备份\J江苏\2013年度\SZ132675江苏泰州靖江35kV越江变\140410服务记录\后台\140410江苏泰州35kV越江变工程设计更改单.xls;140410江苏泰州35kV越江变工程设计更改单.xls;D:\24.工程设计备份\J江苏\2013年度\SZ132675江苏泰州靖江35kV越江变\140410服务记录\后台\;SZ132675;;2016/11/28 10:52;2;31 KB;Microsoft Excel 97-2003 工作表;2017/8/28 20:24;2017/8/28 20:24;XLS;22;原版本号 PRS-7000-标准X-S10-S-V1.10-130618 新版本号 PRS-7000-标准X-S10-S-V1.10-130918
121;1;D:\24.工程设计备份\G广东\2012年度\SZ132768 广东广州110kV石滩变\00设计软件\后台\工程设计更改单000.xls;工程设计更改单000.xls;D:\24.工程设计备份\G广东\2012年度\SZ132768 广东广州110kV石滩变\00设计软件\后台\;SZ132768;;2016/11/24 17:58;1;37 KB;Microsoft Excel 97-2003 工作表;2017/8/29 4:39;2017/8/29 4:39;XLS;31;"原版本号 无 新版本号 ""PRS-7000-标准X-S10-S-V1.10-131105"
132;1;D:\24.工程设计备份\G广东\2013年度\SZ132768广东广州110kV石滩变\00设计软件\通讯\工程设计更改单.xls;工程设计更改单.xls;D:\24.工程设计备份\G广东\2013年度\SZ132768广东广州110kV石滩变\00设计软件\通讯\;SZ132768;;2016/11/24 17:58;1;31 KB;Microsoft Excel 97-2003 工作表;2017/8/29 4:57;2017/8/29 4:57;XLS;25;"原版本号 无 新版本号 ""PRS-7000-标准X-S10-S-V1.10-131105"
257;1;D:\24.工程设计备份\H河北\2013年度\SZ132856-1河北张家口张北海子洼49.5MW风电场\00设计软件\后台\130912河北张家口北井子洼风电场工程设计更改单.xls;130912河北张家口北井子洼风电场工程设计更改单.xls;D:\24.工程设计备份\H河北\2013年度\SZ132856-1河北张家口张北海子洼49.5MW风电场\00设计软件\后台\;SZ132856;;2016/11/25 10:33;1;31 KB;Microsoft Excel 97-2003 工作表;2017/8/28 19:48;2017/8/28 19:48;XLS;20;原版本号 新版本号 PRS-7000-标准X(Solaris 10)-S-V1.1-130909
407;1;D:\24.工程设计备份\J江西\2013年度\SZ132888江西新余500kV新余II智能变\140414服务记录\后台\140227江西新余500kV新余II智能变工程设计更改单.xls;140227江西新余500kV新余II智能变工程设计更改单.xls;D:\24.工程设计备份\J江西\2013年度\SZ132888江西新余500kV新余II智能变\140414服务记录\后台\;SZ132888;;2016/11/28 13:48;1;31 KB;Microsoft Excel 97-2003 工作表;2017/8/29 0:25;2017/8/29 0:25;XLS;26;"原版本号 无 新版本号 ""后台：PRS-7000-标准X-S11-S-V1.20-140218"
757;1;D:\24.工程设计备份\S山西\2013年度\SZ132920山西太原220kV铜厂智能变监控系统\00设计软件\后台\工程设计更改单.xls;工程设计更改单.xls;D:\24.工程设计备份\S山西\2013年度\SZ132920山西太原220kV铜厂智能变监控系统\00设计软件\后台\;SZ132920;;2016/11/28 16:41;1;37 KB;Microsoft Excel 97-2003 工作表;2017/8/28 22:08;2017/8/28 22:08;XLS;24;"原版本号 无 新版本号 ""后台：PRS-7000-标准X-S10-S-V1.10-130918"
833;1;D:\24.工程设计备份\Z浙江\2013年度\SZ132972浙江绍兴220kV礼泉变\00设计软件\后台\工程设计更改单.xls;工程设计更改单.xls;D:\24.工程设计备份\Z浙江\2013年度\SZ132972浙江绍兴220kV礼泉变\00设计软件\后台\;SZ132972;;2016/11/24 18:28;1;31 KB;Microsoft Excel 97-2003 工作表;2017/8/28 21:04;2017/8/28 21:04;XLS;27;"原版本号 无 新版本号 ""保护工程师站：PRS-7000-标准(Linux版本)-S-V1.0-130628"
834;1;D:\24.工程设计备份\Z浙江\2013年度\SZ132972浙江绍兴220kV礼泉变\140414服务记录\后台\140321浙江绍兴220kV礼泉变工程设计更改单.xls;140321浙江绍兴220kV礼泉变工程设计更改单.xls;D:\24.工程设计备份\Z浙江\2013年度\SZ132972浙江绍兴220kV礼泉变\140414服务记录\后台\;SZ132972;;2016/11/24 18:28;2;31 KB;Microsoft Excel 97-2003 工作表;2017/8/28 21:03;2017/8/28 21:03;XLS;26;"原版本号 ""后台：PRS-7000-标准(Linux版本)-S-V1.0-130628"
835;2;D:\24.工程设计备份\Z浙江\2013年度\SZ132972浙江绍兴220kV礼泉变\140414服务记录\后台\140321浙江绍兴220kV礼泉变工程设计更改单.xls;140321浙江绍兴220kV礼泉变工程设计更改单.xls;D:\24.工程设计备份\Z浙江\2013年度\SZ132972浙江绍兴220kV礼泉变\140414服务记录\后台\;SZ132972;;2016/11/24 18:28;2;31 KB;Microsoft Excel 97-2003 工作表;2017/8/28 21:03;2017/8/28 21:03;XLS;28;PRS-7000-标准X(浙江宁波220kV下应变P1)-RHL59-S-V1.10-140123
836;1;D:\24.工程设计备份\Z浙江\2013年度\SZ132972浙江绍兴220kV礼泉变\00设计软件\通讯\工程设计更改单.xls;工程设计更改单.xls;D:\24.工程设计备份\Z浙江\2013年度\SZ132972浙江绍兴220kV礼泉变\00设计软件\通讯\;SZ132972;;2016/11/24 18:28;1;31 KB;Microsoft Excel 97-2003 工作表;2017/8/28 21:04;2017/8/28 21:04;XLS;27;"原版本号 无 新版本号 ""保护工程师站：PRS-7000-标准(Linux版本)-S-V1.0-130628"
452;1;D:\24.工程设计备份\L辽宁\2013年度\SZ133080-辽宁大连66kV拓展变\00设计软件\通讯\辽宁大连66kV拓展变工程设计更改单140124.xls;辽宁大连66kV拓展变工程设计更改单140124.xls;D:\24.工程设计备份\L辽宁\2013年度\SZ133080-辽宁大连66kV拓展变\00设计软件\通讯\;SZ133080;;2016/11/28 14:22;1;37 KB;Microsoft Excel 97-2003 工作表;2017/8/29 7:05;2017/8/29 7:05;XLS;25;"原版本号 新版本号 ""后台：PRS-7000-标准X-S10-S-V1.10-130918"
453;1;D:\24.工程设计备份\L辽宁\2013年度\SZ133081-辽宁大连66kV前盐变\00设计软件\通讯\辽宁大连66kV前盐变工程设计更改单140124.xls;辽宁大连66kV前盐变工程设计更改单140124.xls;D:\24.工程设计备份\L辽宁\2013年度\SZ133081-辽宁大连66kV前盐变\00设计软件\通讯\;SZ133081;;2016/11/28 14:22;1;37 KB;Microsoft Excel 97-2003 工作表;2017/8/29 7:04;2017/8/29 7:04;XLS;25;"原版本号 新版本号 ""后台：PRS-7000-标准X-S10-S-V1.10-130918"
360;1;D:\24.工程设计备份\J吉林\2013年度\SZ133109吉林白城吉林镇赉黑鱼泡风电场监控后台\00设计软件\后台\工程设计更改单.xls;工程设计更改单.xls;D:\24.工程设计备份\J吉林\2013年度\SZ133109吉林白城吉林镇赉黑鱼泡风电场监控后台\00设计软件\后台\;SZ133109;;2016/11/28 10:24;2;31 KB;Microsoft Excel 97-2003 工作表;2017/8/29 6:44;2017/8/29 6:44;XLS;24;原版本号 PRS-700U-标准S-(P2)-V2.30-20101119 新版本号 PRS-700U-标准X(Solaris 10)-S-V2.30-130929
293;1;D:\24.工程设计备份\H海南\2013年\SZ133268海南琼海110KV嘉积变110kV综自\00设计软件\后台\工程设计更改单.xls;工程设计更改单.xls;D:\24.工程设计备份\H海南\2013年\SZ133268海南琼海110KV嘉积变110kV综自\00设计软件\后台\;SZ133268;;2016/11/25 9:15;1;37 KB;Microsoft Excel 97-2003 工作表;2017/8/29 6:38;2017/8/29 6:38;XLS;25;"原版本号 无 新版本号 ""PRS-7000-标准X-S10-S-V1.10-130918"
292;1;D:\24.工程设计备份\H海南\2013年\SZ133269海南海口110kV高校变\00设计软件\后台\工程设计更改单.xls;工程设计更改单.xls;D:\24.工程设计备份\H海南\2013年\SZ133269海南海口110kV高校变\00设计软件\后台\;SZ133269;;2016/11/25 9:15;1;31 KB;Microsoft Excel 97-2003 工作表;2017/8/29 6:37;2017/8/29 6:37;XLS;25;"原版本号 无 新版本号 ""PRS-7000-标准X-S10-S-V1.10-131105"
294;1;D:\24.工程设计备份\H海南\2013年\SZ133270海南儋州110kV洋浦德义变110kV综自\00设计软件\后台\工程设计更改单.xls;工程设计更改单.xls;D:\24.工程设计备份\H海南\2013年\SZ133270海南儋州110kV洋浦德义变110kV综自\00设计软件\后台\;SZ133270;;2016/11/25 9:15;1;37 KB;Microsoft Excel 97-2003 工作表;2017/8/29 6:37;2017/8/29 6:37;XLS;25;"原版本号 无 新版本号 ""PRS-7000-标准X-S10-S-V1.10-130918"
295;1;D:\24.工程设计备份\H海南\2013年\SZ133271-海南三亚110kV陵水东高岭变\00设计软件\后台\工程设计更改单.xls;工程设计更改单.xls;D:\24.工程设计备份\H海南\2013年\SZ133271-海南三亚110kV陵水东高岭变\00设计软件\后台\;SZ133271;;2016/11/25 9:15;1;31 KB;Microsoft Excel 97-2003 工作表;2017/8/29 6:37;2017/8/29 6:37;XLS;25;"原版本号 无 新版本号 ""PRS-7000-标准X-S10-S-V1.10-131105"
289;1;D:\24.工程设计备份\H河南\2013年度\SZ133313河南南阳220kV宛北变\00设计软件\后台\工程设计更改单.xls;工程设计更改单.xls;D:\24.工程设计备份\H河南\2013年度\SZ133313河南南阳220kV宛北变\00设计软件\后台\;SZ133313;;2016/11/28 11:55;1;36 KB;Microsoft Excel 97-2003 工作表;2017/8/29 3:58;2017/8/29 3:58;XLS;24;"原版本号 ""PRS-7000-标准X-S-V1.00-121205"
258;1;D:\24.工程设计备份\H河北\2013年度\SZ133324河北廊坊220kV渠沟变\00设计软件\后台\工程设计更改单555.xls;工程设计更改单555.xls;D:\24.工程设计备份\H河北\2013年度\SZ133324河北廊坊220kV渠沟变\00设计软件\后台\;SZ133324;;2016/11/25 10:33;1;36 KB;Microsoft Excel 97-2003 工作表;2017/8/28 19:47;2017/8/28 19:47;XLS;25;原版本号 无 新版本号 PRS-7000-标准X-S10-S-V1.10-130918
408;1;D:\24.工程设计备份\J江西\2013年度\SZ133378江西南昌110kV会展智能变\00设计软件\通讯\工程设计更改单.xls;工程设计更改单.xls;D:\24.工程设计备份\J江西\2013年度\SZ133378江西南昌110kV会展智能变\00设计软件\通讯\;SZ133378;;2016/11/28 13:48;1;31 KB;Microsoft Excel 97-2003 工作表;2017/8/29 0:26;2017/8/29 0:26;XLS;25;"PRS-7000-标准X-S11-S-V1.10-140306"""
259;1;D:\24.工程设计备份\H河北\2013年度\SZ133576河北张家口10kV机场路开闭站\00设计软件\后台\SZ133576-河北张家口10kV机场路开闭站工程设计更改单140121.xls;SZ133576-河北张家口10kV机场路开闭站工程设计更改单140121.xls;D:\24.工程设计备份\H河北\2013年度\SZ133576河北张家口10kV机场路开闭站\00设计软件\后台\;SZ133576;;2016/11/25 10:33;1;37 KB;Microsoft Excel 97-2003 工作表;2017/8/28 19:47;2017/8/28 19:47;XLS;25;"原版本号 新版本号 ""后台：PRS-7000-标准X-S10-S-V1.10-130918"
49;1;D:\24.工程设计备份\C重庆\2013年度\SZ133624重庆永川110kV车城变\00设计软件\通讯\设计更改单明细.xls;设计更改单明细.xls;D:\24.工程设计备份\C重庆\2013年度\SZ133624重庆永川110kV车城变\00设计软件\通讯\;SZ133624;;2016/11/24 16:11;1;36 KB;Microsoft Excel 97-2003 工作表;2017/8/29 7:34;2017/8/29 7:34;XLS;21;"原版本号 新版本号 ""PRS-7000-标准X-S11-S-V1.20-140626"
758;1;D:\24.工程设计备份\S山西\2013年度\SZ133637-1-山西吕梁220kV离石变\131216服务记录\后台\131216山西吕梁220kV离石变工程设计更改单.xls;131216山西吕梁220kV离石变工程设计更改单.xls;D:\24.工程设计备份\S山西\2013年度\SZ133637-1-山西吕梁220kV离石变\131216服务记录\后台\;SZ133637;;2016/11/28 16:41;2;31 KB;Microsoft Excel 97-2003 工作表;2017/8/28 22:07;2017/8/28 22:07;XLS;23;PRS-700U-标准X-（P1）-V2.30-20101012
759;2;D:\24.工程设计备份\S山西\2013年度\SZ133637-1-山西吕梁220kV离石变\131216服务记录\后台\131216山西吕梁220kV离石变工程设计更改单.xls;131216山西吕梁220kV离石变工程设计更改单.xls;D:\24.工程设计备份\S山西\2013年度\SZ133637-1-山西吕梁220kV离石变\131216服务记录\后台\;SZ133637;;2016/11/28 16:41;2;31 KB;Microsoft Excel 97-2003 工作表;2017/8/28 22:07;2017/8/28 22:07;XLS;24;"791A：PRS791A_v350_090527.1610（离石变）"" 新版本号 ""后台：PRS-7000-标准X-S10-S-V1.10-130918"
811;1;D:\24.工程设计备份\Y云南\2013年度\SZ133744-1云南大理供电局实验室综自\00设计软件\通讯\工程设计更改单.xls;工程设计更改单.xls;D:\24.工程设计备份\Y云南\2013年度\SZ133744-1云南大理供电局实验室综自\00设计软件\通讯\;SZ133744;;2016/11/29 11:06;2;37 KB;Microsoft Excel 97-2003 工作表;2017/8/29 1:13;2017/8/29 1:13;XLS;12;"更改原因 ""背景：该站P1-1-1n共有1台通讯管理机PRS-7910，需要南网标准化软件，后台程序要求符合南网28号文发布版本PRS-700U(V1.0)操作系统为UNIX"
812;2;D:\24.工程设计备份\Y云南\2013年度\SZ133744-1云南大理供电局实验室综自\00设计软件\通讯\工程设计更改单.xls;工程设计更改单.xls;D:\24.工程设计备份\Y云南\2013年度\SZ133744-1云南大理供电局实验室综自\00设计软件\通讯\;SZ133744;;2016/11/29 11:06;2;37 KB;Microsoft Excel 97-2003 工作表;2017/8/29 1:13;2017/8/29 1:13;XLS;26;PRS-7000-标准X-S11-S-V1.10-131128
454;1;D:\24.工程设计备份\L辽宁\2013年度\SZ133757-辽宁营口热电厂NCS服务器\131231服务记录\后台\131231辽宁营口华能热电厂NCS工程设计更改单.xls;131231辽宁营口华能热电厂NCS工程设计更改单.xls;D:\24.工程设计备份\L辽宁\2013年度\SZ133757-辽宁营口热电厂NCS服务器\131231服务记录\后台\;SZ133757;;2016/11/28 14:22;2;31 KB;Microsoft Excel 97-2003 工作表;2017/8/29 7:06;2017/8/29 7:06;XLS;20;原版本号 PRS-700U-标准S(华能营口热电厂P3)-S-V2.00-20091123 新版本号 PRS-700U-标准X(辽宁营口华能热电P4)-S10-S-V2.00-131230
514;1;D:\24.工程设计备份\S上海\2013年度\SZ133769上海松江110kV庙三变\00设计软件\后台\工程设计更改单.xls;工程设计更改单.xls;D:\24.工程设计备份\S上海\2013年度\SZ133769上海松江110kV庙三变\00设计软件\后台\;SZ133769;;2016/11/28 17:15;1;37 KB;Microsoft Excel 97-2003 工作表;2017/8/28 18:33;2017/8/28 18:33;XLS;25;"原版本号 无 新版本号 ""后台：PRS-7000-标准X-S10-S-V1.10-130918"
515;1;D:\24.工程设计备份\S上海\2013年度\SZ133769上海松江110kV庙三变\140330服务记录\后台\工程设计更改单140330.xls;工程设计更改单140330.xls;D:\24.工程设计备份\S上海\2013年度\SZ133769上海松江110kV庙三变\140330服务记录\后台\;SZ133769;;2016/11/28 17:15;2;37 KB;Microsoft Excel 97-2003 工作表;2017/8/28 18:33;2017/8/28 18:33;XLS;21;原版本号 PRS-7000-标准X-S10-S-V1.10-130918 新版本号 PRS-7000-标准X-S11-S-V1.10-140306
615;1;D:\24.工程设计备份\S山东\2013年度\SZ133790山东泰安220kV肥东智能变220kV监控\00设计软件\后台\工程设计更改单.xls;工程设计更改单.xls;D:\24.工程设计备份\S山东\2013年度\SZ133790山东泰安220kV肥东智能变220kV监控\00设计软件\后台\;SZ133790;;2016/11/28 15:49;2;31 KB;Microsoft Excel 97-2003 工作表;2017/8/29 2:33;2017/8/29 2:33;XLS;10;更改装置型号 PRS-7000,PRS791D 更改类别 工程软件 技术定位 初调无程序
616;2;D:\24.工程设计备份\S山东\2013年度\SZ133790山东泰安220kV肥东智能变220kV监控\00设计软件\后台\工程设计更改单.xls;工程设计更改单.xls;D:\24.工程设计备份\S山东\2013年度\SZ133790山东泰安220kV肥东智能变220kV监控\00设计软件\后台\;SZ133790;;2016/11/28 15:49;2;31 KB;Microsoft Excel 97-2003 工作表;2017/8/29 2:33;2017/8/29 2:33;XLS;24;"原版本号 无 新版本号 ""后台：PRS-7000-标准X-S10-S-V1.10-140306"
399;1;D:\24.工程设计备份\J江苏\2013年度\SZ133863江苏徐州汉能邳州光伏二期\140815服务记录\后台\工程设计更改单.xls;工程设计更改单.xls;D:\24.工程设计备份\J江苏\2013年度\SZ133863江苏徐州汉能邳州光伏二期\140815服务记录\后台\;SZ133863;;2016/11/28 10:52;2;31 KB;Microsoft Excel 97-2003 工作表;2017/8/28 20:24;2017/8/28 20:24;XLS;25;原版本号 PRS-7000-标准X（邳州光伏P2）-S10-S-V1.10-140327 新版本号 PRS-7000-标准X（邳州光伏P3）-S10-S-V1.10-140529
617;1;D:\24.工程设计备份\S山东\2013年度\SZ133995山东淄博110kV南谢智能变\00设计软件\后台\工程设计更改单140415.xls;工程设计更改单140415.xls;D:\24.工程设计备份\S山东\2013年度\SZ133995山东淄博110kV南谢智能变\00设计软件\后台\;SZ133995;;2016/11/28 15:49;1;37 KB;Microsoft Excel 97-2003 工作表;2017/8/29 2:37;2017/8/29 2:37;XLS;23;"原版本号 新版本号 ""后台：PRS-7000-标准X-S10-S-V1.10-140306"
618;1;D:\24.工程设计备份\S山东\2013年度\SZ133998山东临沂沂水县110kV荆山智能变\00设计软件\通讯\工程设计更改单.xls;工程设计更改单.xls;D:\24.工程设计备份\S山东\2013年度\SZ133998山东临沂沂水县110kV荆山智能变\00设计软件\通讯\;SZ133998;;2016/11/28 15:49;1;31 KB;Microsoft Excel 97-2003 工作表;2017/8/29 2:30;2017/8/29 2:30;XLS;24;"PRS-7000-标准X-S10-S-V1.10-140306"""
837;1;D:\24.工程设计备份\Z浙江\2013年度\SZ134169浙江宁波220kV梅梁变\00设计软件\后台\工程设计更改单.xls;工程设计更改单.xls;D:\24.工程设计备份\Z浙江\2013年度\SZ134169浙江宁波220kV梅梁变\00设计软件\后台\;SZ134169;;2016/11/24 18:28;2;37 KB;Microsoft Excel 97-2003 工作表;2017/8/28 21:05;2017/8/28 21:05;XLS;10;更改装置型号 PRS-7000，PRS791D 更改类别 工程软件 技术定位 初调无程序
838;2;D:\24.工程设计备份\Z浙江\2013年度\SZ134169浙江宁波220kV梅梁变\00设计软件\后台\工程设计更改单.xls;工程设计更改单.xls;D:\24.工程设计备份\Z浙江\2013年度\SZ134169浙江宁波220kV梅梁变\00设计软件\后台\;SZ134169;;2016/11/24 18:28;2;37 KB;Microsoft Excel 97-2003 工作表;2017/8/28 21:05;2017/8/28 21:05;XLS;24;"原版本号 无 新版本号 ""PRS-7000-标准X(浙江宁波220kV梅梁变P1)-RHL59-S-V1.10-140210"
